id,title,type,release_year,runtime,genres,imdb_score
tm140391,Pan,MOVIE,2015,111,"['action', 'fantasy', 'family', 'comedy']",5.7
tm199607,The Gift,MOVIE,2015,108,"['drama', 'thriller', 'documentation']",7.0
tm137869,Wild Card,MOVIE,2015,92,"['action', 'thriller', 'crime', 'drama']",5.6
ts42077,Medici: Masters of Florence,SHOW,2016,54,"['war', 'romance', 'thriller', 'drama', 'history', 'european']",7.9
ts52922,Leah Remini: Scientology and the Aftermath,SHOW,2016,46,"['documentation', 'history']",9.0
ts18010,Bloodline,SHOW,2015,57,"['drama', 'thriller']",7.9
ts36129,Crazy Ex-Girlfriend,SHOW,2015,42,['comedy'],7.8
ts36631,Narcos,SHOW,2015,52,"['drama', 'thriller', 'crime']",8.8
ts36550,DC's Legends of Tomorrow,SHOW,2016,42,"['drama', 'action', 'scifi']",6.8
ts70529,Norsemen,SHOW,2016,31,"['comedy', 'drama', 'history']",7.7
ts41975,Shooter,SHOW,2016,41,"['action', 'war', 'drama']",7.5
ts38734,Marcella,SHOW,2016,45,"['crime', 'drama', 'european']",7.4
ts36015,Into the Badlands,SHOW,2015,43,"['action', 'drama']",7.9
tm120609,"Hail, Caesar!",MOVIE,2016,106,"['comedy', 'drama', 'music']",6.3
ts35554,Scream: The TV Series,SHOW,2015,43,"['thriller', 'drama', 'crime', 'horror', 'comedy']",7.1
ts21981,iZombie,SHOW,2015,42,"['crime', 'scifi', 'drama', 'comedy', 'horror']",7.8
tm137693,Crimson Peak,MOVIE,2015,119,"['horror', 'thriller', 'romance', 'fantasy', 'drama']",6.5
ts35563,Supergirl,SHOW,2015,42,"['scifi', 'action', 'drama']",6.2
ts21869,Sense8,SHOW,2015,62,"['scifi', 'drama', 'thriller']",8.2
tm137002,Bāhubali: The Beginning,MOVIE,2015,158,"['action', 'drama', 'fantasy']",8.0
ts47714,Kim's Convenience,SHOW,2016,22,['comedy'],8.2
tm206698,Ouija: Origin of Evil,MOVIE,2016,99,"['drama', 'horror', 'thriller']",5.3
ts38710,Wynonna Earp,SHOW,2016,43,"['western', 'action', 'scifi', 'thriller', 'drama', 'fantasy']",7.3
ts21885,Unbreakable Kimmy Schmidt,SHOW,2015,30,"['comedy', 'drama']",7.6
tm139841,Sinister 2,MOVIE,2015,97,"['horror', 'thriller']",5.3
tm233377,The Edge of Seventeen,MOVIE,2016,105,"['drama', 'comedy']",7.3
ts35253,Dark Matter,SHOW,2015,43,"['scifi', 'thriller', 'drama', 'action']",7.5
tm143984,London Has Fallen,MOVIE,2016,99,"['action', 'thriller', 'drama', 'crime']",5.9
ts41289,Flowers,SHOW,2016,25,"['comedy', 'drama', 'european']",8.1
tm233425,A Silent Voice: The Movie,MOVIE,2016,130,"['animation', 'drama', 'romance', 'family']",8.1
ts38090,Versailles,SHOW,2015,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']",7.9
ts21986,Good Witch,SHOW,2015,43,"['scifi', 'fantasy', 'comedy', 'drama']",7.2
tm120108,Kung Fu Panda 3,MOVIE,2016,95,"['action', 'animation', 'family', 'fantasy', 'drama', 'comedy']",7.1
tm239676,Hush,MOVIE,2016,82,"['horror', 'thriller']",6.6
ts36177,Glitch,SHOW,2015,52,"['scifi', 'thriller', 'drama', 'horror']",7.3
tm212927,Mr. Right,MOVIE,2016,90,"['action', 'comedy', 'romance']",6.3
tm194792,The Boy,MOVIE,2016,97,"['horror', 'thriller']",6.0
ts35775,Wet Hot American Summer: First Day of Camp,SHOW,2015,29,['comedy'],7.3
ts38415,Frontier,SHOW,2016,47,"['action', 'history', 'drama']",7.1
ts42687,PJ Masks,SHOW,2015,15,"['family', 'animation', 'scifi', 'action', 'fantasy', 'european']",5.4
ts38511,Love,SHOW,2016,32,"['comedy', 'drama', 'romance']",7.7
ts38304,Servant of the People,SHOW,2015,29,['comedy'],7.3
ts35354,Zoo,SHOW,2015,43,"['drama', 'scifi', 'thriller']",6.6
ts42170,Crashing,SHOW,2016,30,"['comedy', 'european']",7.7
tm193769,Steve Jobs,MOVIE,2015,125,"['history', 'drama']",7.2
tm138297,The Conjuring 2,MOVIE,2016,134,"['horror', 'thriller', 'drama']",7.3
ts41906,The Disastrous Life of Saiki K.,SHOW,2016,10,"['scifi', 'comedy', 'animation', 'fantasy']",8.4
tm132273,Home,MOVIE,2015,94,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",6.6
tm143085,Chappie,MOVIE,2015,120,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8
tm245271,Gantz:O,MOVIE,2016,95,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",7.1
ts36046,BUNK'D,SHOW,2015,24,"['comedy', 'drama', 'family']",5.3
tm135106,In a Valley of Violence,MOVIE,2016,104,"['crime', 'thriller', 'western', 'action', 'drama']",6.0
tm196296,A Monster Calls,MOVIE,2016,108,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4
ts39007,Van Helsing,SHOW,2016,42,"['scifi', 'action', 'fantasy', 'horror', 'drama']",6.2
tm209987,Christine,MOVIE,2016,123,['drama'],6.9
ts36545,Quantico,SHOW,2015,43,"['drama', 'thriller', 'crime']",6.6
tm219233,Loving,MOVIE,2016,123,"['drama', 'romance']",7.0
ts42169,ERASED,SHOW,2016,22,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",8.5
tm199700,The Danish Girl,MOVIE,2015,119,"['drama', 'romance', 'european']",7.1
ts36856,F is for Family,SHOW,2015,27,"['comedy', 'drama', 'animation']",8.0
ts37971,Master of None,SHOW,2015,32,"['drama', 'comedy']",8.3
ts41490,Hap and Leonard,SHOW,2016,42,"['action', 'thriller', 'crime', 'drama']",7.6
ts41963,Easy,SHOW,2016,30,"['drama', 'comedy']",6.9
ts37464,Occupied,SHOW,2015,45,"['war', 'drama', 'thriller']",7.6
tm233214,Under the Shadow,MOVIE,2016,84,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8
ts52838,3%,SHOW,2016,46,"['scifi', 'action', 'drama', 'thriller']",7.3
ts41149,The Ranch,SHOW,2016,30,"['comedy', 'drama', 'western']",7.4
tm136483,The DUFF,MOVIE,2015,101,"['comedy', 'romance']",6.4
ts53099,Bordertown,SHOW,2016,59,"['drama', 'crime', 'european']",7.6
tm134791,Unfriended,MOVIE,2015,82,"['thriller', 'horror', 'drama']",5.5
tm221740,Closet Monster,MOVIE,2016,90,"['drama', 'fantasy']",7.0
tm140843,Self/less,MOVIE,2015,118,"['thriller', 'action', 'scifi', 'drama']",6.5
ts38204,Making a Murderer,SHOW,2015,62,"['documentation', 'crime']",8.6
tm219248,The Fundamentals of Caring,MOVIE,2016,97,"['comedy', 'drama']",7.3
tm196125,"Hello, My Name Is Doris",MOVIE,2015,95,"['drama', 'comedy', 'romance']",6.6
tm204035,Spectral,MOVIE,2016,109,"['thriller', 'action', 'scifi']",6.3
ts82825,La Casa,SHOW,2015,47,['drama'],7.7
tm233521,Other People,MOVIE,2016,97,"['drama', 'comedy']",6.8
ts42655,Wanted,SHOW,2016,45,"['crime', 'drama', 'action']",7.6
tm206512,Circle,MOVIE,2015,87,"['thriller', 'drama', 'horror', 'scifi', 'european']",6.0
ts36983,Fuller House,SHOW,2016,27,"['comedy', 'family']",6.7
ts38783,Secret City,SHOW,2016,50,"['war', 'thriller']",7.4
ts38116,Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,2015,24,"['war', 'action', 'scifi', 'animation', 'drama']",7.9
tm239743,Batman: The Killing Joke,MOVIE,2016,76,"['animation', 'drama', 'action', 'thriller', 'crime']",6.4
ts35256,Chef's Table,SHOW,2015,50,['documentation'],8.5
tm200126,He Never Died,MOVIE,2015,99,"['fantasy', 'horror', 'comedy', 'drama', 'thriller']",6.3
tm208622,American Ultra,MOVIE,2015,96,"['action', 'comedy', 'scifi']",6.1
ts35362,Locked Up,SHOW,2015,49,"['drama', 'thriller', 'action', 'european']",8.2
ts42156,Degrassi: Next Class,SHOW,2016,24,"['drama', 'romance']",6.8
tm244788,13th,MOVIE,2016,100,"['documentation', 'history', 'crime']",8.2
ts3844,Aquarius,SHOW,2015,43,"['drama', 'thriller', 'crime', 'european']",7.0
ts41913,Frequency,SHOW,2016,18,"['scifi', 'drama', 'fantasy', 'thriller']",7.4
tm139532,Before I Wake,MOVIE,2016,97,"['drama', 'fantasy', 'horror', 'thriller']",6.2
tm253083,Blue Jay,MOVIE,2016,81,"['romance', 'drama']",7.2
ts42119,Greenleaf,SHOW,2016,42,['drama'],7.3
tm136321,Advantageous,MOVIE,2015,92,"['drama', 'scifi', 'family']",6.2
tm225308,Into the Inferno,MOVIE,2016,107,['documentation'],7.2
ts52830,Gilmore Girls: A Year in the Life,SHOW,2016,92,"['drama', 'comedy']",7.6
tm238722,Collateral Beauty,MOVIE,2016,97,"['romance', 'drama']",6.7
ts42090,Last Chance U,SHOW,2016,59,"['documentation', 'sport']",8.4
tm136257,Beasts of No Nation,MOVIE,2015,137,"['drama', 'war']",7.7
tm244403,ARQ,MOVIE,2016,88,"['scifi', 'thriller', 'action']",6.3
tm200690,The Forest,MOVIE,2016,95,"['horror', 'thriller', 'scifi', 'drama', 'fantasy']",4.8
ts53287,Roman Empire,SHOW,2016,44,"['drama', 'documentation', 'history', 'war']",7.0
ts37660,Reply 1988,SHOW,2015,92,"['comedy', 'drama', 'family', 'romance']",9.2
tm147082,"What Happened, Miss Simone?",MOVIE,2015,101,"['music', 'documentation']",7.6
ts38731,Rebellion,SHOW,2016,51,"['war', 'drama', 'history', 'european']",7.1
ts38809,The Get Down,SHOW,2016,62,"['drama', 'music']",8.2
tm233465,The Bye Bye Man,MOVIE,2016,96,"['thriller', 'horror', 'fantasy', 'drama']",4.3
ts53249,Trollhunters: Tales of Arcadia,SHOW,2016,22,"['scifi', 'action', 'fantasy', 'comedy', 'drama', 'animation', 'family']",8.4
tm230551,Ip Man 3,MOVIE,2015,105,"['action', 'drama', 'history']",7.0
ts42137,Voltron: Legendary Defender,SHOW,2016,24,"['action', 'scifi', 'comedy', 'fantasy', 'drama', 'animation', 'family']",8.1
ts76956,The Letdown,SHOW,2016,30,['comedy'],7.4
ts38758,Ajin,SHOW,2016,23,"['action', 'scifi', 'thriller', 'animation', 'horror', 'drama', 'fantasy']",7.6
ts35987,Transformers: Robots In Disguise,SHOW,2015,21,"['comedy', 'scifi', 'animation', 'action']",6.0
tm228677,The Space Between Us,MOVIE,2016,121,"['drama', 'romance', 'action', 'scifi']",6.4
tm155102,Demonic,MOVIE,2015,83,"['thriller', 'horror']",5.3
tm220594,Winter on Fire: Ukraine's Fight for Freedom,MOVIE,2015,98,['documentation'],8.3
tm243121,Mascots,MOVIE,2016,89,['comedy'],5.8
tm205812,The Siege of Jadotville,MOVIE,2016,108,"['war', 'drama', 'thriller', 'action', 'history', 'european']",7.2
tm234586,Visaranai,MOVIE,2016,118,"['thriller', 'drama', 'crime']",8.5
ts38770,Lady Dynamite,SHOW,2016,30,"['drama', 'comedy']",7.3
tm135543,By the Sea,MOVIE,2015,122,"['drama', 'romance', 'european']",5.3
tm239683,Team Foxcatcher,MOVIE,2016,91,"['documentation', 'crime', 'history', 'sport']",7.3
ts42257,Signal,SHOW,2016,71,"['crime', 'thriller', 'drama', 'fantasy', 'scifi']",8.5
ts52829,Paranoid,SHOW,2016,44,"['thriller', 'crime', 'drama', 'european']",6.6
tm214825,The Ridiculous 6,MOVIE,2015,119,"['western', 'comedy', 'action']",4.8
tm242736,Bo Burnham: Make Happy,MOVIE,2016,60,"['comedy', 'music', 'documentation']",8.4
ts42022,El marginal,SHOW,2016,54,"['drama', 'crime', 'thriller', 'action']",8.1
ts37944,A Very Secret Service,SHOW,2015,27,"['comedy', 'european']",7.7
tm239707,The Do-Over,MOVIE,2016,108,"['action', 'comedy']",5.7
tm136061,Suffragette,MOVIE,2015,106,"['drama', 'history']",6.9
tm239733,Headshot,MOVIE,2016,117,"['thriller', 'action', 'drama']",6.3
ts38568,Flaked,SHOW,2016,33,"['comedy', 'drama', 'romance']",7.2
tm142881,Jem and the Holograms,MOVIE,2015,118,"['fantasy', 'music', 'romance', 'scifi', 'drama', 'family']",4.1
ts37779,Danger Mouse,SHOW,2015,12,"['comedy', 'action', 'crime', 'family', 'fantasy', 'scifi', 'animation', 'european']",7.2
tm232953,Sleight,MOVIE,2016,89,"['drama', 'thriller', 'action', 'scifi', 'crime']",5.9
tm193125,Hot Girls Wanted,MOVIE,2015,84,['documentation'],6.1
tm244507,The Distinguished Citizen,MOVIE,2016,118,"['drama', 'comedy', 'european']",7.5
tm134516,"Crouching Tiger, Hidden Dragon: Sword of Destiny",MOVIE,2016,103,"['drama', 'action', 'fantasy']",6.1
ts52981,White Rabbit Project,SHOW,2016,48,['reality'],6.9
tm270504,Mindhorn,MOVIE,2016,89,"['comedy', 'thriller']",6.3
ts41258,Cinderella and Four Knights,SHOW,2016,61,"['drama', 'family', 'comedy', 'romance']",7.4
tm244880,I Am the Pretty Thing That Lives in the House,MOVIE,2016,89,"['horror', 'thriller', 'drama']",4.6
tm233317,Pee-wee's Big Holiday,MOVIE,2016,90,"['action', 'comedy', 'family']",6.1
tm205333,You're My Boss,MOVIE,2015,116,"['comedy', 'romance']",6.3
ts43209,The Cuba Libre Story,SHOW,2015,45,"['documentation', 'history', 'european']",7.6
tm233533,White Girl,MOVIE,2016,88,"['drama', 'horror', 'crime']",5.7
ts55365,The Haunted House,SHOW,2016,25,"['thriller', 'horror', 'animation', 'comedy', 'drama', 'family', 'fantasy']",8.3
tm138672,Frank & Lola,MOVIE,2016,88,"['drama', 'romance', 'crime', 'thriller']",5.9
ts119087,Sunny Bunnies,SHOW,2015,3,"['animation', 'family']",6.7
ts36630,Dinotrux,SHOW,2015,23,"['action', 'comedy', 'family', 'animation']",6.7
ts41995,Zumbo's Just Desserts,SHOW,2016,50,['reality'],6.9
tm245378,Barry,MOVIE,2016,104,['drama'],5.9
tm221225,David Brent: Life on the Road,MOVIE,2016,96,"['comedy', 'music', 'action']",6.3
ts39017,Dawn of the Croods,SHOW,2015,23,"['action', 'comedy', 'family', 'animation']",5.8
ts11670,The Adventures of Puss in Boots,SHOW,2015,23,"['comedy', 'family', 'animation', 'action', 'fantasy', 'western']",6.6
ts76079,Grizzy & the Lemmings,SHOW,2016,7,"['animation', 'comedy', 'family', 'european']",7.1
tm157283,Güeros,MOVIE,2015,106,"['drama', 'comedy']",7.4
tm211302,Front Cover,MOVIE,2016,87,"['drama', 'romance', 'comedy']",6.4
ts43272,Terrace House: Boys & Girls in the City,SHOW,2015,29,"['reality', 'drama']",8.1
tm253080,Rocco,MOVIE,2016,105,"['documentation', 'european']",5.7
ts36547,Club de Cuervos,SHOW,2015,46,"['drama', 'comedy']",8.2
ts56748,T@gged,SHOW,2016,21,"['drama', 'thriller', 'reality']",7.1
tm139194,Ratchet & Clank,MOVIE,2016,94,"['animation', 'family', 'action', 'comedy', 'scifi', 'fantasy']",5.5
ts53155,Crazyhead,SHOW,2016,43,"['comedy', 'horror', 'scifi', 'european']",7.2
tm238748,The Darkness,MOVIE,2016,92,"['thriller', 'horror']",4.5
ts42127,The Windsors,SHOW,2016,27,['comedy'],7.1
ts41883,The K2,SHOW,2016,65,"['action', 'drama', 'war', 'romance', 'thriller']",7.8
tm233544,Marco Polo: One Hundred Eyes,MOVIE,2015,28,"['action', 'drama', 'history']",7.8
ts42628,Netflix Presents: The Characters,SHOW,2016,33,['comedy'],5.2
ts37804,W/ Bob & David,SHOW,2015,35,['comedy'],7.4
ts56674,The Mr. Peabody & Sherman Show,SHOW,2015,23,"['animation', 'scifi', 'comedy', 'family', 'history']",5.6
ts35406,Between,SHOW,2015,25,"['scifi', 'thriller', 'drama']",5.9
ts41253,Love O2O,SHOW,2016,45,"['drama', 'romance']",7.9
ts54110,Puffin Rock,SHOW,2015,11,"['comedy', 'animation', 'family', 'european']",8.6
ts77654,Care Bears and Cousins,SHOW,2015,22,['animation'],6.8
tm244134,Tramps,MOVIE,2016,82,"['comedy', 'romance', 'documentation', 'european']",6.5
ts79799,Dragons: Race to the Edge,SHOW,2015,22,"['scifi', 'family', 'animation', 'action', 'comedy', 'fantasy', 'drama']",8.2
tm233616,LEGO Marvel Super Heroes: Avengers Reassembled!,MOVIE,2015,22,"['family', 'animation', 'action', 'comedy', 'scifi']",6.1
tm244381,Marauders,MOVIE,2016,107,"['crime', 'thriller', 'action']",5.5
ts54028,Case,SHOW,2015,46,"['drama', 'crime', 'thriller']",7.0
ts38230,The Method,SHOW,2015,51,"['crime', 'drama', 'thriller']",7.4
tm238661,Special Correspondents,MOVIE,2016,100,['comedy'],5.8
ts56032,La Niña,SHOW,2016,0,"['action', 'drama']",8.4
tm244915,Baaghi,MOVIE,2016,133,"['romance', 'action', 'thriller']",5.3
ts128895,Midnight Diner: Tokyo Stories,SHOW,2016,25,['drama'],8.4
tm219276,Tallulah,MOVIE,2016,111,"['drama', 'comedy', 'romance']",6.7
ts58068,Inside the World's Toughest Prisons,SHOW,2016,48,"['crime', 'documentation']",7.1
ts37896,Conspiracy,SHOW,2015,43,"['history', 'documentation', 'european']",6.2
tm316731,Bert Kreischer: The Machine,MOVIE,2016,70,['comedy'],7.6
ts43230,The Deep,SHOW,2015,22,"['action', 'family', 'scifi', 'animation']",7.8
ts76092,Rosario Tijeras,SHOW,2016,45,"['drama', 'action', 'crime', 'romance', 'thriller']",6.1
tm247642,Amanda Knox,MOVIE,2016,92,"['documentation', 'crime', 'european']",6.9
ts35596,Bella and the Bulldogs,SHOW,2015,23,"['comedy', 'family', 'sport']",4.9
tm138792,Results,MOVIE,2015,105,"['comedy', 'romance']",5.4
tm244052,Sebastian Maniscalco: Why Would You Do That?,MOVIE,2016,63,['comedy'],7.4
ts42260,Chelsea Does,SHOW,2016,70,['documentation'],7.3
tm123789,The Young Messiah,MOVIE,2016,120,"['history', 'drama', 'fantasy']",5.6
ts86021,Molang,SHOW,2015,3,"['animation', 'comedy', 'family', 'european']",8.3
ts55559,Ask the Storybots,SHOW,2016,26,"['animation', 'comedy', 'family']",8.4
ts35359,Heidi,SHOW,2015,23,"['animation', 'drama', 'family', 'european']",7.1
tm219173,Term Life,MOVIE,2016,93,"['thriller', 'drama', 'action', 'crime']",5.5
tm208903,For the Love of Spock,MOVIE,2016,105,['documentation'],7.6
tm229542,John Mulaney: The Comeback Kid,MOVIE,2015,62,"['comedy', 'documentation']",7.9
tm211510,Incarnate,MOVIE,2016,19,"['horror', 'thriller']",5.2
tm205870,Message from the King,MOVIE,2016,102,"['thriller', 'action', 'crime', 'drama', 'european']",6.4
ts38512,Cooked,SHOW,2016,53,['documentation'],7.6
ts54100,World of Winx,SHOW,2016,24,"['action', 'fantasy', 'animation', 'comedy', 'family', 'european']",6.6
ts35360,Inspector Gadget,SHOW,2015,22,"['action', 'scifi', 'animation', 'comedy', 'family']",4.5
ts38757,Kong: King of the Apes,SHOW,2016,21,"['animation', 'family', 'scifi', 'action', 'comedy']",5.8
ts43119,Real Rob,SHOW,2015,31,['comedy'],6.3
ts53106,Tokyo Trial,SHOW,2016,48,"['drama', 'history']",7.4
tm271070,The Warriors Gate,MOVIE,2016,108,"['action', 'family', 'fantasy', 'comedy', 'european']",5.4
ts38805,Beat Bugs,SHOW,2016,15,"['family', 'animation', 'comedy', 'fantasy']",7.6
tm214085,Tig,MOVIE,2015,95,['documentation'],7.4
ts75829,Lego Bionicle: The Journey to One,SHOW,2016,20,"['action', 'fantasy', 'scifi', 'animation']",5.4
ts42075,Intersection,SHOW,2016,107,['drama'],6.5
ts42038,No Tomorrow,SHOW,2016,47,"['comedy', 'drama', 'romance', 'thriller']",7.1
tm218052,Drishyam,MOVIE,2015,163,"['thriller', 'crime', 'drama']",8.2
tm248010,Taxi Driver,MOVIE,2015,100,"['comedy', 'crime', 'drama']",6.0
ts51368,Skylanders Academy,SHOW,2016,23,"['action', 'animation', 'comedy', 'family', 'fantasy']",6.5
tm267135,The Dreamseller,MOVIE,2016,96,['drama'],6.0
ts74753,Tales by Light,SHOW,2015,28,['documentation'],8.3
tm246870,Lavender,MOVIE,2016,92,"['drama', 'thriller']",5.3
tm245235,Ali Wong: Baby Cobra,MOVIE,2016,60,['comedy'],7.5
tm235405,Hyena Road,MOVIE,2015,120,"['drama', 'thriller', 'war', 'action']",6.5
tm218186,Septembers of Shiraz,MOVIE,2015,110,"['drama', 'thriller', 'western']",7.9
tm228242,A Very Murray Christmas,MOVIE,2015,56,"['comedy', 'music']",5.5
tm244513,Divines,MOVIE,2016,105,"['drama', 'crime', 'european']",7.4
ts39014,Kuromukuro,SHOW,2016,24,"['comedy', 'drama', 'animation', 'action', 'scifi']",7.2
tm232954,Audrie & Daisy,MOVIE,2016,95,"['documentation', 'crime']",7.2
ts41948,Hip Hop Evolution,SHOW,2016,45,"['documentation', 'music']",8.4
ts54156,Chef's Table: France,SHOW,2016,46,['documentation'],8.2
ts36740,Project Mc²,SHOW,2015,25,['family'],5.8
tm239290,Always Be My Maybe,MOVIE,2016,112,"['comedy', 'romance']",6.6
tm290444,Pandora,MOVIE,2016,136,"['thriller', 'drama', 'action']",6.6
ts41899,Nightmare Teacher,SHOW,2016,16,"['drama', 'horror', 'thriller']",7.1
tm225693,Keith Richards: Under the Influence,MOVIE,2015,82,"['documentation', 'music']",7.1
tm267429,"Surviving Compton: Dre, Suge and Michel'le",MOVIE,2016,87,"['drama', 'documentation']",6.5
tm272413,Colin Quinn: The New York Story,MOVIE,2016,62,['comedy'],6.9
ts43501,Secrets of Great British Castles,SHOW,2015,44,"['documentation', 'history', 'european']",7.8
tm138584,Hawaizaada,MOVIE,2015,157,"['history', 'drama', 'fantasy']",5.5
ts56221,Rainbow Ruby,SHOW,2016,12,"['family', 'fantasy', 'animation', 'comedy']",6.6
tm225275,Riot,MOVIE,2015,88,['action'],5.1
ts81483,Simon,SHOW,2016,5,"['comedy', 'family', 'animation']",7.0
ts35463,Richie Rich,SHOW,2015,23,['comedy'],3.0
tm209950,Kevin Hart: What Now?,MOVIE,2016,96,"['comedy', 'documentation']",5.9
tm308241,Legends of the Hidden Temple,MOVIE,2016,68,"['action', 'family']",5.6
ts38764,Marseille,SHOW,2016,42,"['drama', 'european']",6.8
tm213681,Veteran,MOVIE,2015,119,"['comedy', 'crime', 'action', 'thriller']",7.0
tm139870,Opening Night,MOVIE,2016,90,"['comedy', 'thriller', 'drama', 'crime', 'action']",6.0
tm239739,Raman Raghav 2.0,MOVIE,2016,134,"['crime', 'thriller', 'drama']",7.4
tm246175,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,MOVIE,2016,108,"['action', 'comedy', 'crime', 'european']",6.3
ts38761,Another Miss Oh,SHOW,2016,69,"['comedy', 'drama', 'family', 'fantasy', 'romance']",7.8
tm195764,6 Years,MOVIE,2015,84,"['drama', 'romance']",5.6
ts41154,Paquita Salas,SHOW,2016,22,"['comedy', 'european']",8.0
ts144323,Unnatural Selection,SHOW,2015,35,"['reality', 'documentation', 'comedy']",8.1
tm233561,Shaun the Sheep: The Farmer's Llamas,MOVIE,2015,30,"['comedy', 'family', 'animation']",6.8
tm217939,Un + une,MOVIE,2015,115,"['comedy', 'romance', 'drama', 'european']",6.2
tm200454,Ok Kanmani,MOVIE,2015,139,"['romance', 'drama']",7.4
tm266844,True Memoirs of an International Assassin,MOVIE,2016,98,"['action', 'comedy', 'crime']",5.9
ts74929,H20: Mermaid Adventures,SHOW,2015,24,"['animation', 'family', 'comedy', 'drama', 'fantasy', 'romance', 'european']",5.7
tm300713,High & Low The Movie,MOVIE,2016,129,['action'],6.4
ts38772,Dear My Friends,SHOW,2016,70,"['comedy', 'drama']",8.2
tm240895,Strange Weather,MOVIE,2016,95,['drama'],6.0
ts52943,The Sound of Your Heart,SHOW,2016,26,"['comedy', 'drama', 'animation']",8.2
tm275800,The Lighthouse of the Orcas,MOVIE,2016,110,"['drama', 'romance', 'european']",6.7
ts86831,The Good Cop,SHOW,2015,28,"['comedy', 'drama']",7.6
tm276430,Servant Of The People 2,MOVIE,2016,100,"['comedy', 'family']",6.2
ts87884,Sons of the Caliphate,SHOW,2015,0,['drama'],7.4
tm224377,Heneral Luna,MOVIE,2015,118,"['comedy', 'action', 'drama', 'history', 'war']",7.3
tm242755,Ordinary World,MOVIE,2016,86,"['comedy', 'drama', 'family', 'music']",5.5
ts53076,El Chema,SHOW,2016,44,"['crime', 'action']",6.9
tm241998,Mohenjo Daro,MOVIE,2016,155,"['action', 'drama', 'history', 'romance']",5.6
ts52988,Captive,SHOW,2016,63,"['documentation', 'drama', 'european']",6.8
tm208628,Dil Dhadakne Do,MOVIE,2015,170,"['drama', 'family', 'romance', 'comedy']",7.0
ts41260,"Hello, My Twenties!",SHOW,2016,63,"['comedy', 'drama', 'romance']",8.3
ts42089,Haters Back Off,SHOW,2016,29,"['comedy', 'drama', 'family', 'romance']",5.9
tm242646,Toro,MOVIE,2016,105,"['drama', 'crime', 'thriller', 'action', 'european']",5.9
ts38717,Good Morning Call,SHOW,2016,48,"['comedy', 'drama', 'romance']",7.5
ts87465,Witch Hunt: A Century of Murder,SHOW,2015,46,"['documentation', 'crime', 'history', 'drama', 'fantasy', 'european']",7.1
tm242687,Riphagen the Untouchable,MOVIE,2016,132,"['thriller', 'drama', 'war', 'european']",7.1
tm208713,Gabbar Is Back,MOVIE,2015,130,"['drama', 'action', 'crime', 'comedy']",7.1
tm220317,Demetri Martin: Live (At The Time),MOVIE,2015,61,"['comedy', 'documentation']",7.4
tm421855,4K Fireplace,MOVIE,2015,181,"['family', 'reality']",7.7
ts21979,Spotless,SHOW,2015,58,"['crime', 'comedy', 'drama', 'european']",7.7
tm267948,7 Years,MOVIE,2016,77,"['drama', 'european']",6.7
ts42011,Cheer Squad,SHOW,2016,42,['reality'],7.2
tm219817,Talvar,MOVIE,2015,132,"['thriller', 'drama', 'crime']",8.1
tm201365,Brothers,MOVIE,2015,156,"['family', 'action', 'drama', 'sport']",6.4
tm281182,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,MOVIE,2016,87,"['comedy', 'documentation']",7.4
ts36741,Fartsa,SHOW,2015,60,"['drama', 'crime']",6.7
ts57705,The Paper,SHOW,2016,49,"['drama', 'crime', 'action']",7.4
tm233843,Pyaar Ka Punchnama 2,MOVIE,2015,159,"['drama', 'romance', 'comedy']",7.3
tm211461,Much Loved,MOVIE,2015,108,"['drama', 'european']",6.2
ts42347,Word Party,SHOW,2016,13,"['family', 'animation']",5.5
tm232710,A Second Chance,MOVIE,2015,130,"['drama', 'romance', 'family', 'documentation', 'sport']",8.6
tm244638,Rebirth,MOVIE,2016,101,['thriller'],4.9
tm451222,Lang Tong,MOVIE,2015,83,['thriller'],4.8
tm195870,Manson Family Vacation,MOVIE,2015,85,"['comedy', 'drama', 'thriller']",5.8
ts83535,Popples,SHOW,2015,25,"['family', 'animation']",6.0
tm221883,Gridlocked,MOVIE,2016,110,['action'],5.8
ts127430,StoryBots Super Songs,SHOW,2016,21,"['animation', 'family']",8.7
tm239635,Jimmy Carr: Funny Business,MOVIE,2016,62,['comedy'],7.2
tm198496,Aziz Ansari: Live at Madison Square Garden,MOVIE,2015,58,['comedy'],6.6
tm245102,The Next Skin,MOVIE,2016,100,"['drama', 'thriller', 'european']",6.2
tm215054,Chris Tucker: Live,MOVIE,2015,92,"['comedy', 'documentation']",6.3
tm271839,"Dana Carvey: Straight White Male, 60",MOVIE,2016,64,['comedy'],6.5
tm245297,Justin Timberlake + The Tennessee Kids,MOVIE,2016,90,"['music', 'documentation']",7.6
tm266629,Russell Peters: Almost Famous,MOVIE,2016,73,['comedy'],6.6
