id,title,type,release_year,runtime,genres,imdb_score
tm822246,The Forty-Year-Old Version,MOVIE,2020,123,"['comedy', 'drama', 'music']",7.2
ts108392,The Letter for the King,SHOW,2020,47,"['action', 'family', 'fantasy', 'scifi']",5.9
tm948128,Audrey,MOVIE,2020,100,"['documentation', 'history']",7.1
ts222455,The Devil Next Door,SHOW,2019,46,"['crime', 'documentation', 'history']",7.6
tm828069,Calm with Horses,MOVIE,2020,100,"['crime', 'drama']",6.8
tm935309,Skylines,MOVIE,2020,113,"['scifi', 'action']",4.7
ts106536,White Lines,SHOW,2020,55,"['drama', 'thriller', 'crime']",6.6
tm458467,Girl on the Third Floor,MOVIE,2019,93,"['horror', 'thriller', 'drama']",4.7
ts84586,Spinning Out,SHOW,2020,49,"['drama', 'sport']",7.6
ts89251,Tales of the City,SHOW,2019,56,['drama'],7.4
ts90937,Stateless,SHOW,2020,53,['drama'],7.5
ts86978,Power Rangers Beast Morphers,SHOW,2019,22,"['action', 'animation', 'scifi', 'thriller', 'comedy', 'drama', 'fantasy']",6.5
tm426638,Vita & Virginia,MOVIE,2019,110,"['drama', 'romance', 'european']",5.7
tm852996,Captain Underpants: Epic Choice-o-rama,MOVIE,2020,37,"['comedy', 'fantasy', 'family', 'animation', 'action', 'scifi']",6.4
ts87471,Darwin's Game,SHOW,2020,25,"['action', 'scifi', 'animation', 'thriller', 'drama']",7.2
tm464557,The Perfect Date,MOVIE,2019,93,"['romance', 'comedy']",5.8
ts86946,Osmosis,SHOW,2019,42,"['drama', 'scifi', 'romance']",5.7
ts86726,Tidying Up with Marie Kondo,SHOW,2019,40,['reality'],6.6
tm554944,Love Wedding Repeat,MOVIE,2020,100,"['comedy', 'romance']",5.5
tm845437,Disclosure,MOVIE,2020,107,['documentation'],8.2
tm463385,Framing John DeLorean,MOVIE,2019,109,"['drama', 'documentation']",6.5
tm856375,The Decline,MOVIE,2020,83,"['thriller', 'action']",6.0
tm822907,Patsy & Loretta,MOVIE,2019,88,"['music', 'drama']",6.8
tm952590,What Lies Below,MOVIE,2020,87,"['horror', 'thriller', 'scifi']",4.3
tm918706,The Sleepover,MOVIE,2020,103,"['action', 'comedy', 'family']",5.6
ts243036,Selena: The Series,SHOW,2020,38,"['drama', 'music']",6.9
tm831061,Magamuni,MOVIE,2019,157,"['drama', 'thriller', 'crime']",7.8
ts271247,LEGO City Adventures,SHOW,2019,13,"['animation', 'action', 'comedy', 'family']",6.7
ts255926,Dash & Lily,SHOW,2020,25,"['drama', 'comedy', 'romance']",7.5
tm827216,Bill Burr: Paper Tiger,MOVIE,2019,67,['comedy'],8.1
ts76382,Carmen Sandiego,SHOW,2019,25,"['animation', 'action', 'thriller', 'family']",7.9
ts89282,Toy Boy,SHOW,2019,61,"['drama', 'thriller', 'crime', 'action']",6.5
tm497383,Sergio,MOVIE,2020,118,"['drama', 'history', 'romance', 'documentation']",6.2
tm475252,The Lift Boy,MOVIE,2019,107,"['drama', 'comedy']",7.1
tm887450,Made You Look: A True Story About Fake Art,MOVIE,2020,96,"['documentation', 'crime']",7.0
ts321758,Vagabond,SHOW,2019,63,"['drama', 'thriller', 'romance', 'action']",8.2
tm898474,The Swarm,MOVIE,2020,101,"['horror', 'drama', 'fantasy', 'european']",5.3
tm852097,A Whisker Away,MOVIE,2020,104,"['fantasy', 'drama', 'romance', 'animation', 'family']",6.7
tm471878,Fatima,MOVIE,2020,113,"['drama', 'war']",6.5
tm827142,Dave Chappelle: Sticks & Stones,MOVIE,2019,65,['comedy'],8.4
ts256309,Aunty Donna's Big Ol House of Fun,SHOW,2020,20,['comedy'],7.9
ts219080,Caliphate,SHOW,2020,48,"['drama', 'war', 'thriller', 'crime']",8.2
ts256764,Heaven Official's Blessing,SHOW,2020,24,"['scifi', 'drama', 'action', 'animation']",8.2
tm828317,Tell Me Who I Am,MOVIE,2019,85,"['thriller', 'documentation', 'drama']",7.6
tm918734,Concrete Cowboy,MOVIE,2020,111,"['western', 'drama']",6.3
tm818502,"Live Twice, Love Once",MOVIE,2019,101,"['comedy', 'drama', 'european']",7.2
ts223308,Astronomy Club: The Sketch Show,SHOW,2019,20,['comedy'],6.9
tm490222,Uncorked,MOVIE,2020,104,"['drama', 'comedy']",6.4
ts215178,Grand Army,SHOW,2020,52,['drama'],7.4
ts213820,Next in Fashion,SHOW,2020,50,['reality'],7.3
ts89326,Persona,SHOW,2019,22,['drama'],6.6
ts223759,Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,67,"['documentation', 'crime', 'sport']",7.4
tm452826,Poms,MOVIE,2019,91,"['comedy', 'drama', 'sport']",6.0
tm928541,Barbie: Princess Adventure,MOVIE,2020,71,"['animation', 'family']",5.5
tm858954,Nobody Sleeps in the Woods Tonight,MOVIE,2020,102,"['horror', 'thriller', 'drama', 'romance', 'fantasy', 'european']",4.9
tm845549,The Reason I Jump,MOVIE,2020,82,"['documentation', 'drama']",7.5
tm432022,Violet Evergarden: The Movie,MOVIE,2020,140,"['fantasy', 'animation', 'drama', 'romance']",8.3
ts192440,Garth Brooks: The Road I'm On,SHOW,2019,86,"['documentation', 'reality']",7.4
ts225912,Biohackers,SHOW,2020,42,"['drama', 'scifi', 'action', 'thriller']",6.8
ts93066,The I-Land,SHOW,2019,40,"['drama', 'scifi', 'reality']",4.6
tm475783,Jo Koy: Comin’ In Hot,MOVIE,2019,60,['comedy'],7.3
ts219561,"The Mind, Explained",SHOW,2019,22,['documentation'],8.0
tm452851,The Operative,MOVIE,2019,120,"['thriller', 'drama', 'action']",5.7
ts85480,Carole & Tuesday,SHOW,2019,24,"['scifi', 'drama', 'animation', 'music']",7.8
ts89958,Arthdal Chronicles,SHOW,2019,80,"['drama', 'action', 'fantasy', 'history', 'romance']",8.3
ts88485,Green Eggs and Ham,SHOW,2019,28,"['animation', 'comedy', 'action', 'family', 'drama', 'fantasy', 'romance']",8.1
ts252856,Challenger: The Final Flight,SHOW,2020,45,"['documentation', 'history']",7.8
tm465724,See You Yesterday,MOVIE,2019,86,"['scifi', 'thriller', 'action', 'crime', 'drama']",5.2
tm849005,The Willoughbys,MOVIE,2020,92,"['comedy', 'fantasy', 'animation', 'drama', 'family']",6.3
ts225787,Unabomber: In His Own Words,SHOW,2020,44,"['crime', 'documentation']",7.2
ts254592,Song Exploder,SHOW,2020,25,"['documentation', 'music']",7.4
ts218500,Dragons: Rescue Riders,SHOW,2019,24,"['action', 'comedy', 'family', 'fantasy', 'animation', 'scifi']",5.9
tm451512,Close,MOVIE,2019,95,"['action', 'thriller', 'drama']",5.7
ts224796,The Ghost Bride,SHOW,2020,51,['drama'],6.2
tm369389,The Silence of Others,MOVIE,2019,95,"['documentation', 'history', 'european']",8.0
tm933375,Cuties,MOVIE,2020,96,"['drama', 'european']",3.4
tm471922,An Easy Girl,MOVIE,2019,92,"['comedy', 'drama', 'european']",5.6
tm465231,Nate Bargatze: The Tennessee Kid,MOVIE,2019,60,['comedy'],7.6
tm922788,The Babysitter: Killer Queen,MOVIE,2020,101,"['comedy', 'horror']",5.8
ts87473,7SEEDS,SHOW,2019,25,"['scifi', 'drama', 'animation', 'romance', 'action', 'horror']",6.3
ts89881,Mr. Iglesias,SHOW,2019,29,['comedy'],7.1
ts237751,Gameboys,SHOW,2020,27,"['drama', 'romance']",8.4
ts104449,The Liberator,SHOW,2020,49,"['action', 'drama', 'war', 'animation']",7.5
tm827501,Tall Girl,MOVIE,2019,101,"['comedy', 'drama', 'romance', 'family']",5.2
tm936236,Cadaver,MOVIE,2020,86,"['thriller', 'horror', 'drama']",5.1
ts251067,The Baby-Sitters Club,SHOW,2020,27,"['comedy', 'drama', 'family']",7.3
ts223344,The Gift,SHOW,2019,43,"['thriller', 'drama', 'scifi', 'fantasy']",7.0
ts214861,Prank Encounters,SHOW,2019,23,"['reality', 'comedy', 'horror', 'scifi']",5.2
tm120072,Let It Snow,MOVIE,2019,93,"['romance', 'comedy']",5.8
ts93054,Trinkets,SHOW,2019,26,"['drama', 'comedy', 'crime']",7.0
tm936396,Holidate,MOVIE,2020,104,"['romance', 'comedy']",6.1
tm676311,Sightless,MOVIE,2020,89,"['drama', 'thriller']",5.5
tm464351,The Last Thing He Wanted,MOVIE,2020,116,"['thriller', 'crime', 'drama']",4.3
tm493175,ZZ Top: That Little Ol' Band from Texas,MOVIE,2019,91,"['music', 'documentation']",7.5
ts237513,Ju-On: Origins,SHOW,2020,29,"['drama', 'horror']",6.1
ts87986,Dolly Parton's Heartstrings,SHOW,2019,66,"['drama', 'music', 'comedy']",7.6
ts93611,October Faction,SHOW,2020,41,"['horror', 'scifi', 'drama', 'fantasy']",6.1
ts85619,Hache,SHOW,2019,45,"['crime', 'drama', 'thriller']",6.5
tm283581,Super Deluxe,MOVIE,2019,176,"['comedy', 'thriller', 'drama', 'action', 'crime']",8.4
tm447439,System Crasher,MOVIE,2019,118,"['drama', 'european']",7.8
tm885775,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,2020,80,"['comedy', 'scifi', 'romance']",6.9
ts100359,Medical Police,SHOW,2020,24,['comedy'],5.9
ts235862,My Unfamiliar Family,SHOW,2020,73,['drama'],7.8
ts105608,Puerta 7,SHOW,2020,41,"['crime', 'drama', 'thriller']",5.6
ts93482,The Last Kids on Earth,SHOW,2019,35,"['animation', 'comedy', 'family', 'horror', 'scifi']",7.2
tm835486,Jenny Slate: Stage Fright,MOVIE,2019,66,"['comedy', 'reality']",5.8
ts103360,The Barrier,SHOW,2020,53,"['scifi', 'fantasy', 'thriller', 'action', 'drama', 'war']",6.8
ts236501,Valeria,SHOW,2020,41,"['comedy', 'drama', 'romance']",6.5
tm511940,Lying and Stealing,MOVIE,2019,100,"['crime', 'drama', 'comedy']",5.4
tm837756,I'm No Longer Here,MOVIE,2019,112,['drama'],7.3
tm460829,Children of the Sea,MOVIE,2019,110,"['thriller', 'animation', 'fantasy', 'action', 'scifi', 'drama', 'family']",6.5
ts106126,The Bonfire of Destiny,SHOW,2019,50,"['drama', 'history']",7.6
tm877456,9to5: The Story of A Movement,MOVIE,2020,89,"['documentation', 'history']",7.4
ts190462,Gentefied,SHOW,2020,30,"['comedy', 'drama']",7.3
tm459512,To All the Boys: P.S. I Still Love You,MOVIE,2020,102,"['romance', 'comedy', 'drama']",6.0
ts225430,Mystic Pop-up Bar,SHOW,2020,70,"['drama', 'scifi', 'comedy', 'fantasy']",8.0
ts218888,BNA,SHOW,2020,24,"['scifi', 'action', 'animation', 'fantasy']",7.2
tm847998,Hubie Halloween,MOVIE,2020,103,"['horror', 'comedy', 'thriller', 'fantasy']",5.2
ts88352,Designated Survivor: 60 Days,SHOW,2019,74,"['thriller', 'war', 'drama', 'crime']",8.1
tm931686,Vampires vs. the Bronx,MOVIE,2020,86,"['comedy', 'horror']",5.6
ts237096,Trial by Media,SHOW,2020,62,"['crime', 'documentation']",7.1
ts83810,Cannon Busters,SHOW,2019,24,"['scifi', 'action', 'animation', 'fantasy']",6.6
tm461366,The Coldest Game,MOVIE,2019,104,"['thriller', 'history', 'sport', 'european']",6.2
tm467299,Anthony Jeselnik: Fire in the Maternity Ward,MOVIE,2019,64,['comedy'],7.2
ts254537,"Good Morning, Verônica",SHOW,2020,45,"['crime', 'drama', 'thriller']",7.5
ts86413,AJ and the Queen,SHOW,2020,51,"['comedy', 'drama']",7.4
ts252341,Chef's Table: BBQ,SHOW,2020,44,['documentation'],7.8
ts90413,Gigantosaurus,SHOW,2019,13,['animation'],6.4
ts275111,Rainbow High,SHOW,2020,6,"['comedy', 'family', 'animation']",5.8
ts87008,Turn Up Charlie,SHOW,2019,27,"['comedy', 'drama', 'music']",7.0
tm855600,The Stand In,MOVIE,2020,97,"['comedy', 'drama']",4.7
tm503508,Earthquake Bird,MOVIE,2019,107,"['romance', 'thriller', 'crime', 'drama']",5.9
tm824165,Falling Inn Love,MOVIE,2019,98,"['romance', 'comedy']",5.6
tm425698,The Wedding Guest,MOVIE,2019,96,['thriller'],5.8
tm446625,Miles Davis: Birth of the Cool,MOVIE,2019,116,"['documentation', 'music']",7.4
ts225716,Family Business,SHOW,2019,33,"['comedy', 'family']",7.4
ts88312,The Eddy,SHOW,2020,58,"['drama', 'music']",7.1
ts222917,Kevin Hart: Don't F**k This Up,SHOW,2019,32,['documentation'],6.4
tm850723,Altered Carbon: Resleeved,MOVIE,2020,75,"['scifi', 'animation', 'crime', 'drama', 'thriller', 'action']",6.5
tm855483,Have a Good Trip: Adventures in Psychedelics,MOVIE,2020,85,"['documentation', 'comedy']",6.8
ts101408,The Mess You Leave Behind,SHOW,2020,45,"['crime', 'drama', 'thriller']",6.7
ts189629,"Nisman. The Prosecutor, the President and the Spy",SHOW,2019,62,"['history', 'thriller', 'documentation', 'crime']",7.6
ts215378,Love 101,SHOW,2020,46,"['drama', 'romance', 'comedy']",7.5
tm524282,Invader ZIM: Enter the Florpus,MOVIE,2019,71,"['drama', 'animation', 'action', 'family', 'fantasy', 'comedy', 'scifi', 'thriller', 'horror']",7.4
tm857051,Forensic,MOVIE,2020,134,"['crime', 'thriller']",6.8
ts223126,The Confession Killer,SHOW,2019,48,"['crime', 'documentation']",7.4
ts90621,Kota Factory,SHOW,2019,39,"['drama', 'comedy']",9.1
tm451548,The Fable,MOVIE,2019,123,"['comedy', 'action']",6.5
tm469008,How High 2,MOVIE,2019,89,['comedy'],3.0
tm816038,Violet Evergarden: Eternity and the Auto Memories Doll,MOVIE,2019,90,"['family', 'animation', 'drama', 'fantasy']",7.4
ts236725,Lenox Hill,SHOW,2020,48,['documentation'],8.6
tm812916,The Stronghold,MOVIE,2020,105,"['crime', 'thriller', 'action', 'european']",6.9
ts255880,Dream Home Makeover,SHOW,2020,27,['reality'],5.6
ts113637,The Alcàsser Murders,SHOW,2019,61,"['documentation', 'crime']",7.1
tm845535,Coded Bias,MOVIE,2020,86,['documentation'],6.7
tm447159,The Kindness of Strangers,MOVIE,2019,114,"['drama', 'european']",6.4
ts89119,The Disappearance of Madeleine McCann,SHOW,2019,55,"['crime', 'documentation']",6.6
ts251617,Connected,SHOW,2020,44,"['documentation', 'comedy']",7.5
ts103890,The InBESTigators,SHOW,2019,19,"['comedy', 'crime', 'family']",8.1
tm938793,I Am Woman,MOVIE,2020,116,"['drama', 'music', 'romance', 'history']",6.5
tm897732,Bigfoot Family,MOVIE,2020,97,"['animation', 'family']",5.8
tm924991,Death of Me,MOVIE,2020,95,"['horror', 'thriller']",4.4
ts277126,Black Space,SHOW,2020,46,"['crime', 'drama', 'thriller']",6.7
ts110703,Interior Design Masters,SHOW,2019,54,['reality'],6.4
ts84129,No Good Nick,SHOW,2019,29,"['comedy', 'family', 'drama']",5.9
tm893799,Lost Bullet,MOVIE,2020,92,"['thriller', 'action', 'crime']",6.3
ts237104,History 101,SHOW,2020,22,"['documentation', 'history']",6.8
tm430171,Screwball,MOVIE,2019,105,"['history', 'documentation']",7.1
tm848996,Tigertail,MOVIE,2020,91,['drama'],6.6
tm846964,A Fall from Grace,MOVIE,2020,120,"['thriller', 'drama', 'fantasy']",5.8
tm902330,Ghosts of War,MOVIE,2020,94,"['war', 'fantasy', 'horror', 'thriller']",5.5
tm450478,Under the Eiffel Tower,MOVIE,2019,87,"['romance', 'comedy']",5.4
ts89583,Trailer Park Boys: The Animated Series,SHOW,2019,25,"['animation', 'comedy']",7.5
ts238242,The Great Heist,SHOW,2020,42,"['crime', 'drama', 'thriller']",7.3
tm826563,A Cinderella Story: Christmas Wish,MOVIE,2019,93,"['music', 'romance', 'fantasy', 'comedy']",5.3
tm500565,Friendsgiving,MOVIE,2020,95,"['comedy', 'drama']",4.4
tm887369,Jerry Seinfeld: 23 Hours to Kill,MOVIE,2020,60,['comedy'],6.7
tm844642,Michelle Wolf: Joke Show,MOVIE,2019,59,['comedy'],7.2
tm981451,Death to 2020,MOVIE,2020,71,['comedy'],6.8
tm822832,Lingua Franca,MOVIE,2020,95,['drama'],6.5
ts236051,The Least Expected Day: Inside the Movistar Team 2019,SHOW,2020,30,"['documentation', 'sport']",7.4
tm680024,Surviving R. Kelly: The Impact,MOVIE,2019,120,['documentation'],6.1
tm678851,Article 15,MOVIE,2019,130,"['crime', 'drama', 'thriller']",8.2
tm935895,The Life Ahead,MOVIE,2020,94,"['drama', 'european']",6.8
tm893816,Desperados,MOVIE,2020,105,"['comedy', 'romance']",5.2
ts223238,My Holo Love,SHOW,2020,53,"['drama', 'scifi', 'romance']",7.6
ts88296,Ares,SHOW,2020,29,"['thriller', 'horror', 'drama']",5.7
ts86744,Romance Is a Bonus Book,SHOW,2019,63,"['drama', 'comedy', 'romance']",8.0
ts106141,The Chosen One,SHOW,2019,44,"['thriller', 'drama']",5.7
tm860965,Dave Chappelle: The Kennedy Center Mark Twain Prize,MOVIE,2020,86,['comedy'],7.4
tm890674,Becoming,MOVIE,2020,89,['documentation'],6.8
ts189422,Home for Christmas,SHOW,2019,29,"['comedy', 'drama', 'romance']",7.7
tm447520,Sebastian Maniscalco: Stay Hungry,MOVIE,2019,65,['comedy'],7.0
tm977997,Captain Underpants: Mega Blissmas,MOVIE,2020,46,"['animation', 'comedy', 'family']",5.2
ts89028,Delhi Crime,SHOW,2019,35,"['drama', 'crime']",8.5
ts187070,Pup Academy,SHOW,2019,27,"['family', 'comedy']",6.5
ts252122,The Possessed,SHOW,2020,9,"['thriller', 'horror']",5.7
ts111206,Fast & Furious Spy Racers,SHOW,2019,24,"['family', 'animation', 'action', 'drama', 'comedy', 'crime']",5.7
ts90995,1994,SHOW,2019,178,"['documentation', 'history']",7.6
tm812998,Miracle in Cell No. 7,MOVIE,2019,132,['drama'],8.2
ts223192,Hospital Playlist,SHOW,2020,93,"['drama', 'comedy']",8.8
ts254600,The Playbook,SHOW,2020,34,"['documentation', 'sport']",7.4
tm857430,The Occupant,MOVIE,2020,103,"['thriller', 'european', 'horror', 'drama']",6.4
ts226588,100 Humans: Life's Questions. Answered.,SHOW,2020,37,"['documentation', 'reality']",5.7
ts242244,Japan Sinks: 2020,SHOW,2020,26,"['action', 'scifi', 'animation', 'drama']",6.4
ts268608,The Ripper,SHOW,2020,49,"['documentation', 'crime']",7.1
ts189405,Killer Ratings,SHOW,2019,50,"['documentation', 'crime']",7.6
tm452573,Gabriel Iglesias: One Show Fits All,MOVIE,2019,90,"['comedy', 'documentation']",7.2
ts254916,The Cabin with Bert Kreischer,SHOW,2020,27,"['comedy', 'reality']",6.6
tm834664,Nikki Glaser: Bangin',MOVIE,2019,63,['comedy'],6.1
ts251028,Detention,SHOW,2020,49,"['drama', 'horror', 'thriller']",6.3
ts103213,Queen Sono,SHOW,2020,43,"['thriller', 'action', 'crime', 'drama']",5.9
tm493511,The Sky Is Pink,MOVIE,2019,143,"['family', 'drama', 'romance']",7.5
ts268508,Alien Worlds,SHOW,2020,44,"['documentation', 'scifi', 'animation']",6.5
ts92547,Rise of Empires: Ottoman,SHOW,2020,45,"['drama', 'history', 'war', 'documentation', 'action']",7.9
ts88744,Losers,SHOW,2019,8,"['documentation', 'sport', 'comedy', 'european']",7.6
tm883441,Money Heist: The Phenomenon,MOVIE,2020,57,['documentation'],7.4
tm922532,Freaks – You're One of Us,MOVIE,2020,93,"['fantasy', 'thriller', 'drama', 'action', 'scifi']",5.4
ts217719,Basketball or Nothing,SHOW,2019,34,"['documentation', 'sport']",7.4
ts226602,How to Fix a Drug Scandal,SHOW,2020,53,"['documentation', 'crime']",7.0
ts255104,Deaf U,SHOW,2020,19,"['reality', 'documentation', 'drama']",6.4
ts101060,Merry Happy Whatever,SHOW,2019,26,['comedy'],6.4
ts222367,We Are the Wave,SHOW,2019,49,['drama'],6.2
ts86365,Rilakkuma and Kaoru,SHOW,2019,12,"['animation', 'comedy', 'drama', 'family']",8.2
tm453850,Time to Hunt,MOVIE,2020,135,"['thriller', 'drama', 'action', 'scifi', 'crime']",6.3
ts91124,Love Alarm,SHOW,2019,52,"['scifi', 'drama', 'romance', 'comedy']",6.8
ts222634,Nobody's Looking,SHOW,2019,26,"['comedy', 'drama', 'fantasy']",7.7
ts223589,"Sex, Explained",SHOW,2020,22,['documentation'],6.9
tm472195,Almost Love,MOVIE,2019,94,"['comedy', 'drama', 'romance']",5.7
ts317497,The Neighbor,SHOW,2019,29,"['comedy', 'action']",6.5
ts256783,We Are the Champions,SHOW,2020,32,['documentation'],7.1
tm455059,We Die Young,MOVIE,2019,93,"['thriller', 'drama', 'action', 'crime', 'european']",5.2
tm893680,Jo Koy: In His Elements,MOVIE,2020,55,['comedy'],5.4
tm888080,The Last Days of American Crime,MOVIE,2020,149,"['action', 'crime', 'thriller', 'scifi', 'drama']",3.7
tm854669,Taylor Tomlinson: Quarter-Life Crisis,MOVIE,2020,61,['comedy'],7.4
ts222933,Who Killed Little Gregory?,SHOW,2019,60,"['documentation', 'crime', 'thriller', 'drama']",7.4
ts223982,Until Dawn,SHOW,2020,21,"['reality', 'comedy']",2.4
ts89876,Lunatics,SHOW,2019,36,['comedy'],6.5
ts218277,Apache: The Life of Carlos Tevez,SHOW,2019,47,"['crime', 'drama', 'sport', 'thriller']",7.2
ts315066,Vampires,SHOW,2020,40,"['scifi', 'fantasy', 'horror', 'drama']",5.7
ts223659,Jamtara – Sabka Number Ayega,SHOW,2020,27,"['drama', 'crime']",7.2
ts219422,When the Camellia Blooms,SHOW,2019,55,"['drama', 'romance', 'thriller', 'comedy']",7.9
tm458127,Human Nature,MOVIE,2019,107,"['documentation', 'thriller']",7.7
ts225102,Record of Youth,SHOW,2020,73,"['drama', 'romance']",7.2
ts88336,Dating Around,SHOW,2019,27,"['reality', 'romance']",6.3
ts102933,Les de l'hoquei,SHOW,2019,51,"['drama', 'sport']",6.8
tm454375,Benchwarmers 2: Breaking Balls,MOVIE,2019,90,"['comedy', 'sport']",4.1
tm838687,Holiday in the Wild,MOVIE,2019,85,"['romance', 'comedy', 'drama']",6.1
ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,47,"['drama', 'history']",7.3
ts254568,The Last Word,SHOW,2020,41,"['drama', 'comedy']",7.0
tm848995,Jingle Jangle: A Christmas Journey,MOVIE,2020,122,"['fantasy', 'music', 'family']",6.4
ts105192,The Unlisted,SHOW,2019,24,"['scifi', 'thriller', 'family']",6.5
tm470560,Circus of Books,MOVIE,2019,92,"['documentation', 'history']",7.1
ts219895,Tiny Pretty Things,SHOW,2020,56,"['thriller', 'drama']",5.9
tm883189,Dangerous Lies,MOVIE,2020,96,"['thriller', 'horror', 'drama', 'comedy', 'crime']",5.3
tm1127695,The Endless Trench,MOVIE,2019,148,"['drama', 'history', 'thriller', 'war', 'action', 'european']",7.2
tm469400,Brené Brown: The Call to Courage,MOVIE,2019,76,"['documentation', 'drama']",7.7
tm670553,Your Name Engraved Herein,MOVIE,2020,118,"['drama', 'romance']",7.2
tm942240,Dance of the Forty One,MOVIE,2020,99,"['drama', 'history']",6.8
tm839411,Me Against You: Mr. S's Vendetta,MOVIE,2020,64,"['comedy', 'family', 'european']",1.6
ts226468,Summertime,SHOW,2020,43,"['drama', 'comedy', 'romance']",6.0
tm823355,Inside Man: Most Wanted,MOVIE,2019,106,"['action', 'thriller', 'crime']",5.6
ts110635,Luna Nera,SHOW,2020,45,"['drama', 'fantasy', 'thriller', 'scifi']",5.9
ts87224,Always a Witch,SHOW,2019,38,"['scifi', 'drama', 'fantasy']",6.2
ts192297,Morphle,SHOW,2019,10,"['animation', 'family']",5.2
tm857187,Tom Segura: Ball Hog,MOVIE,2020,70,['comedy'],7.3
tm814671,Secret Obsession,MOVIE,2019,97,"['drama', 'thriller']",4.4
ts87372,Ultramarine Magmell,SHOW,2019,24,"['animation', 'action', 'fantasy']",6.0
ts93981,Monarca,SHOW,2019,44,['drama'],7.8
ts103209,Exhibit A,SHOW,2019,36,"['documentation', 'thriller', 'crime', 'family']",6.3
ts218564,"Breakfast, Lunch & Dinner",SHOW,2019,44,['documentation'],6.7
tm472411,Iron Fists and Kung Fu Kicks,MOVIE,2019,108,"['documentation', 'history']",6.6
tm826368,American Son,MOVIE,2019,90,['drama'],5.8
tm824559,"Bikram: Yogi, Guru, Predator",MOVIE,2019,86,"['crime', 'documentation']",6.7
tm376739,Bethany Hamilton: Unstoppable,MOVIE,2019,99,"['documentation', 'sport']",7.4
ts108593,The Unsettling,SHOW,2019,23,"['crime', 'fantasy', 'horror', 'scifi', 'thriller']",5.2
ts223948,The Goop Lab,SHOW,2020,33,"['documentation', 'reality']",2.5
ts223456,Pandemic: How to Prevent an Outbreak,SHOW,2020,48,['documentation'],6.3
tm814644,Coffee & Kareem,MOVIE,2020,88,"['crime', 'action', 'comedy']",5.1
tm458326,Walk. Ride. Rodeo.,MOVIE,2019,100,['drama'],6.4
tm449594,Brother,MOVIE,2019,96,"['drama', 'european']",6.7
ts226617,The Innocence Files,SHOW,2020,64,"['documentation', 'crime', 'drama']",8.0
tm454824,Silver Skates,MOVIE,2020,136,"['history', 'romance', 'action', 'drama', 'family']",7.1
ts270439,Best Leftovers Ever!,SHOW,2020,36,['reality'],5.6
tm853113,Thomas & Friends: Marvelous Machinery,MOVIE,2020,59,"['fantasy', 'animation', 'action', 'family']",6.1
tm885805,Debt Collectors,MOVIE,2020,97,"['action', 'comedy', 'crime']",5.8
ts91087,One Spring Night,SHOW,2019,47,"['drama', 'romance']",7.9
ts90645,Drug Squad: Costa del Sol,SHOW,2019,64,"['drama', 'crime', 'action', 'thriller', 'romance']",6.7
tm453994,The Body Remembers When the World Broke Open,MOVIE,2019,105,"['drama', 'european']",6.9
ts220552,Power Players,SHOW,2019,11,"['comedy', 'fantasy', 'scifi', 'animation', 'action']",6.0
ts104483,Typewriter,SHOW,2019,50,"['thriller', 'horror', 'drama']",6.5
ts106015,Kengan Ashura,SHOW,2019,25,"['animation', 'action', 'sport']",8.0
ts107963,Restaurants on the Edge,SHOW,2019,47,['reality'],6.8
tm458328,Badla,MOVIE,2019,120,"['thriller', 'crime', 'drama']",7.8
tm470836,The Show Must Go On: The Queen + Adam Lambert Story,MOVIE,2019,81,"['music', 'documentation']",7.8
tm840438,Mike Birbiglia: The New One,MOVIE,2019,85,['comedy'],7.7
ts89231,You vs. Wild,SHOW,2019,19,"['reality', 'action']",6.6
tm495609,Game Over,MOVIE,2019,102,"['drama', 'thriller', 'horror', 'scifi']",7.0
ts105645,Historical Roasts,SHOW,2019,29,['comedy'],5.3
tm833638,The Forest of Love,MOVIE,2019,151,"['drama', 'crime', 'horror', 'thriller']",6.3
ts288353,Omniscient,SHOW,2020,46,"['scifi', 'drama', 'thriller']",6.5
ts110637,Mortel,SHOW,2019,52,"['horror', 'scifi', 'crime', 'drama', 'fantasy']",6.4
tm453903,Elisa & Marcela,MOVIE,2019,118,"['drama', 'romance', 'european']",6.6
tm461829,The Hard Way,MOVIE,2019,94,['action'],4.8
tm446581,The Edge of Democracy,MOVIE,2019,121,"['documentation', 'history']",7.3
tm831873,The Crimes That Bind,MOVIE,2020,99,"['crime', 'drama', 'thriller']",6.7
ts90063,Put Your Head on My Shoulder,SHOW,2019,41,"['drama', 'comedy', 'romance']",8.0
tm868777,"Love, Guaranteed",MOVIE,2020,90,"['comedy', 'romance']",5.6
tm483997,The Kissing Booth 2,MOVIE,2020,134,"['comedy', 'romance']",5.7
tm838876,Undercover Brother 2,MOVIE,2019,85,"['comedy', 'action']",3.4
ts225718,La Révolution,SHOW,2020,46,"['drama', 'thriller', 'action', 'fantasy']",6.6
tm819054,Dear Mother,MOVIE,2020,98,"['comedy', 'drama']",5.8
ts236388,The Circle France,SHOW,2020,47,['reality'],7.4
ts216474,The Trial,SHOW,2019,50,"['crime', 'thriller', 'drama']",7.2
ts86927,Touch Your Heart,SHOW,2019,63,"['drama', 'comedy', 'romance']",7.6
